title,content,thumbnail,category,publish_date_str,author_username
Salem Al Dawsari: Arab Saudi Susah Payah Lolos ke Piala Dunia,"Salem Al Dawsari menyatakan Arab Saudi harus bekerja keras dan berjuang susah payah untuk bisa lolos ke Piala Dunia 2026.
Arab Saudi berhasil memastikan diri lolos ke Piala Dunia 2026 setelah jadi juara grup B. Arab Saudi menang 3-2 atas Timnas Indonesia dan bermain imbang tanpa gol lawan Irak.
Hasil itu membuat Arab Saudi punya koleksi poin yang sama dengan Irak. Namun Arab Saudi berhak atas posisi puncak klasemen karena unggul dalam produktivitas gol.
Dalam pandangan Salem, Arab Saudi berjuang keras untuk bisa lolos ke Piala Dunia.
""Kami bekerja keras dan mendapatkan hal yang kami inginkan.""
""Saya sangat gembira dan orang-orang Saudi layak mendapatkan kegembiraan ini,"" kata Salem.
Arab Saudi memang sempat mengalami kesulitan. Momen itu terjadi di awal babak ketiga saat ditahan imbang Indonesia dan kalah di markas Indonesia. Mereka hanya meraih enam poin dari enam laga awal,
Pergantian pelatih bahkan dilakukan ketika Roberto Mancini digantikan Herve Renard. Namun awal perjalanan Renard tak mulus karena hanya bisa bermain imbang lawan Bahrain dan kalah dari Indonesia di dua laga awal.
Namun pada akhirnya, Arab Saudi bisa bangkit. Arab Saudi meraih tujuh poin di empat laga berikutnya dan duduk di peringkat ketiga grup C babak ketiga Kualifikasi Piala Dunia 2026.
""Renard adalah sosok pelatih berani yang mau mengambil tanggung jawab di tengah situasi yang sangat sulit dan dia bisa mengatasi itu. Kami lolos ke Piala Dunia bersama dirinya,"" tutur Salem.",https://akcdn.detik.net.id/visual/2025/10/09/soccer-worldcup-idn-sau-1759947803325_169.jpeg?w=650&q=90,sepakbola,"Kamis, 16 Okt 2025 02:30 WIB",CNN Indonesia
"Rizky Ridho Dukung Media Cup 2025, 16 Tim Bersaing di Cibis Park","Pemain Timnas Indonesia, Rizky Ridho mendukung gelaran Media Cup 2025. Ajang yang berlangsung di Cibis Park, Jakarta, pada 28-30 Oktober 2025 bakal diikuti 16 tim media nasional.
Media Cup 2025 merupakan program kerja PSSI Pers. Tema 'Rise Beyond Limit' diusung sebagai representasi semangat para jurnalis agar tak hanya menyampaikan informasi, tapi juga menjunjung sportivitas, solidaritas, dan kolaborasi lintas media.
""Media membuka pandangan lebih luas untuk orang-orang yang belum tahu tentang karier kita, hingga cerita dari awal sampai bisa jadi pemain profesional. Jadi saya pikir, peran media begitu penting untuk membuka wawasan orang-orang agar lebih tahu tentang pemain itu sendiri,"" kata Rizky Ridho.
Sementara itu, Vice President Corporate Communication Bank Mandiri, Dicky Kristanto menyambut baik kembali bergulirnya Media Cup untuk edisi 2025. Ia menegaskan komitmen Bank Mandiri dalam mendukung Media Cup selama tiga edisi beruntun.
""Pada dasarnya, pihak Bank Mandiri adalah pihak yang mendukung penuh Media Cup. Komitmen ini sudah kami buktikan pada edisi 2023, 2024, dan kini 2025,"" ujar Dicky Kristanto.
Media Cup 2025 tak hanya menyajikan pertandingan sengit antarpeserta. Selain pertandingan mini soccer, Media Cup 2025 juga menghadirkan berbagai aktivitas menarik seperti zona UMKM kuliner, area komunitas, dan Pameran Foto yang dapat dinikmati oleh seluruh pengunjung.
""Media Cup bukan sekadar ajang olahraga, tetapi ruang silaturahmi bagi insan pers dari berbagai media. Dengan tema Rise Beyond Limit, kami ingin mengajak semua peserta untuk terus berkembang dan menjaga nilai sportivitas,"" ujar Andri Bagus Syaeful, Ketua Panitia Penyelenggara Media Cup 2025.
Dengan dukungan dari berbagai mitra swasta dan media nasional, Media Cup 2025 diharapkan menjadi momentum positif bagi insan pers Indonesia untuk mempererat persaudaraan dan menunjukkan semangat tanpa batas.",https://akcdn.detik.net.id/visual/2025/10/15/rizky-ridho-1760537177455_169.jpeg?w=650&q=90,sepakbola,"Kamis, 16 Okt 2025 01:34 WIB",CNN Indonesia
Hasil Denmark Open: Ginting Tersingkir usai Takluk dari Antonsen,"Pebulutangkis Indonesia, Anthony Ginting tersingkir di babak 32 besar Denmark Open 2025 usai takluk dari Anders Antonsen, Rabu (15/10) malam WIB.
Ginting menyerah lewat straight game dengan skor 7-21, 19-21 dalam waktu 47 menit di Jyske Bank Arena, Odense.
Pertandingan berjalan cukup alot di awal gim pertama. Ginting sempat unggul 3-1 tetapi Antonsen bisa menyamakan skor menjadi 3-3.
Ginting bisa kembali unggul atas Antonsen. Namun, keunggulan itu tidak bertahan lama karena Antonsen bisa berbalik unggul 8-6.
Setelah itu, Ginting kesulitan untuk bisa meladeni permainan Antonsen. Ini membuat wakil tuan rumah itu bisa unggul 11-6 saat interval.
Jarak poin terus menjauh setelah interval. Antonsen terus melancarkan tekanan hingga bisa unggul jauh 15-7.
Perolehan poin Ginting terkunci di angka tujuh. Sebaliknya, Antonsen terus mendulang poin hingga menutup gim pertama dengan skor meyakinkan 21-7.
Ginting mencoba bangkit di gim kedua. Atlet berusia 28 tahun itu mengawalinya dengan keunggulan 5-3.
Hanya saja, situasi cepat berbalik karena Antonsen bisa berbalik unggul 11-9 saat interval gim kedua.
Pertarungan berjalan sengit usai interval. Skor keduanya kerap imbang dan Ginting bahkan sempat unggul dua poin dalam kedudukan 16-14.
Tetapi momentum itu tidak berlanjut. Antonsen bisa bangkit dan akhirnya menutup gim kedua dengan skor tipis 21-19.",https://akcdn.detik.net.id/visual/2025/09/24/anthony-ginting-1758681993680_169.jpeg?w=650&q=90,raket,"Kamis, 16 Okt 2025 00:10 WIB",CNN Indonesia
Jadwal UEA vs Irak di Babak Kelima Kualifikasi Piala Dunia 2026,"Uni Emirat Arab (UEA) akan menghadapi Irak dalam laga babak kelima Kualifikasi Piala Dunia 2026 zona Asia. Berikut jadwal laga tersebut.
Duel UEA vs Irak bakal digelar pada bulan November. Laga ini akan digelar dalam sistem dua leg.
UEA akan lebih dulu bertindak sebagai tuan rumah pada 13 November. Setelah itu, Irak akan ganti bermain di kandang lima hari kemudian.
Pemenang laga ini akan melaju ke babak playoff antarkonfederasi. Dalam laga playoff antarkonfederasi, tim Asia yang menang bakal menghadapi wakil dari konfederasi lainnya untuk merebut tiket Piala Dunia yang tersisa.
UEA dan Irak berjumpa di babak kelima setelah keduanya menjadi runner up grup di babak keempat. Karena itu keduanya kini berebut satu peluang tersisa untuk bisa lolos ke Piala Dunia.
UEA harus puas jadi runner up karena kalah 1-2 dari Qatar di laga terakhir. Padahal UEA hanya butuh hasil imbang untuk bisa lolos ke Piala Dunia.
Sedangkan Irak harus berjuang di babak kelima karena bermain imbang lawan Arab Saudi di laga terakhir. Irak harus puas jadi runner up karena kalah produktivitas gol.
Sementara itu Qatar dan Arab Saudi sudah dipastikan lolos ke Piala Dunia 2026. Mereka menyusul Iran, Uzbekistan, Korea Selatan, Yordania, Jepang, dan Australia yang sudah lebih dulu lolos ke Piala Dunia di babak ketiga.",https://akcdn.detik.net.id/visual/2025/10/15/timnas-qatar-vs-uni-emirat-arab-1760512780892_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 23:17 WIB",CNN Indonesia
Timnas Indonesia U-17 Terinspirasi Sukses Jepang Kalahkan Brasil,"Kemenangan 3-2 timnas Jepang atas Brasil dijadikan Nova Arianto sebagai inspirasi saat tampil dalam Piala Dunia U-17 2025, November mendatang.
Dalam pesta sepak bola usia dini itu Indonesia U-17 tergabung di Grup H bersama Brasil, Honduras, dan Zambia. Diprediksi Brasil akan menjadi lawan terberat Garuda Muda.
""Saya melihat Jepang lawan Brasil, dan Jepang bisa mengalahkan Brasil. Jadi saya sampaikan ke pemain, selama pertandingan itu belum berakhir ya semua masih bisa terjadi,"" kata Nova.
""Karena di sepak bola kita tidak tahu menang atau kalahnya, tapi saya minta secara mental, secara psikologi pemain harus lebih siap karena Brasil oke di senior, juga di level-level usia.""
Dalam pandangan Nova, tinggal bagaimana mentalitas para pemain Indonesia U-17 sebelum pertandingan. Karena itu persoalan mentalitas itu jadi perhatian Nova.
""Jadi bagian yang menjadi sangat penting ya karena masalah mental dan psikologi itu lebih saya fokuskan karena sekali ini event yang sangat besar,"" ujar Nova di Stadion Madya, Rabu (15/10).
""Dan kami tahu kami berhadapan dengan Brazil, tapi situasinya pemain saya minta secara mental cukup kuat dan saya harapkan mereka bisa maksimal,"" ujarnya.
Saat ini skuad Timnas Indonesia U-17 berjumlah 26 pemain. Nantinya skuad akan diciutkan menjadi 21 nama setelah menjalani tiga laga uji coba di Dubai pada akhir bulan ini.",https://akcdn.detik.net.id/visual/2025/10/15/latihan-timnas-u-17-jelang-piala-dunia-1760523120780_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 22:29 WIB",CNN Indonesia
Dokter Prediksi Marc Marquez Absen Hingga Akhir MotoGP 2025,"Musim Marc Marquez diprediksi sudah berakhir usai menjalani operasi untuk mengatasi retak tulang belikat kanan, Senin (13/10). Pembalap Ducati itu diprediksi akan absen hingga akhir musim MotoGP 2025.
Prediksi itu diungkap dokter asal Spanyol, Pedro Luis Ripoll. Dalam wawancara dengan media Spanyol, Marca, Ripoll meyakini Marquez setidaknya butuh waktu pemulihan 16 pekan atau 4 bulan setelah menjalani operasi.
""Ini adalah cedera yang memiliki prognosis yang baik, dan masa pemulihannya bisa sekitar 16 minggu. Jika terdapat patah tulang terkait, akan ditangani dalam jangka waktu operasi yang sama,"" ucap Ripoll dikutip dari Crash.
MotoGP 2025 akan menyisakan empat seri balapan: MotoGP Australia (17-19 Oktober), MotoGP Malaysia (24-26 Oktober), MotoGP Portugal (7-9 November) dan MotoGP Valencia (14-16 November).
Dengan prediksi pemulihan empat bulan, Marc Marquez dipastikan tidak akan tampil lagi di sisa musim MotoGP 2025. Marquez baru bisa kembali beraksi saat tes resmi MotoGP 2026 di Sirkuit Sepang, Malaysia, Februari mendatang.
Marquez mengalami kecelakaan hebat di lap pertama MotoGP Mandalika 2025 setelah ditabrak dari belakang oleh pembalap Aprilia, Marco Bezzecchi. Juara dunia MotoGP 2025 itu mengalami retak tulang korakoid dan kerusakan ligamen di bahu kanan.
Tim medis yang merawat Marquez semula berharap pembalap 32 tahun itu tidak perlu melakukan operasi. Tapi, operasi harus dijalani awal pekan ini setelah pemulihan tidak berjalan sesuai harapan.
Kabar baik bagi juara dunia Grand Prix sembilan kali itu adalah, dokter memastikan cedera Marquez di MotoGP Mandalika 2025 tidak ada hubungannya dengan cedera-cedera sebelumnya.
""Operasi selesai, semuanya berjalan lancar. Terima kasih atas semua pesan dan dukungan kalian! Waktunya mode pemulihan!"" tulis Marquez melalui IG usai menjalani operasi.",https://akcdn.detik.net.id/visual/2025/10/03/sesi-latihan-bebas-motogp-indonesia-1759489828265_169.jpeg?w=650&q=90,moto gp,"Rabu, 15 Okt 2025 21:49 WIB",CNN Indonesia
Nova Arianto Ungkap Target Timnas Indonesia U-17 di Piala Dunia,"Nova Arianto menyebut target Timnas Indonesia U-17 di Piala Dunia U-17 2025 yang paling pertama adalah meraih kemenangan laga perdana.
Hal tersebut disampaikan Nova sebelum latihan Indonesia U-17 di Stadion Madya, Senayan, Rabu (15/10). Menurut Nova, fokus utamanya adalah menatap laga pertama melawan Honduras.
""Kami sudah melihat tiga video dari calon lawan kami, dari Honduras, Brasil, dan Zambia, termasuk Zambia menjadi lawan pertama kami,"" kata Nova.
""Karena sekali lagi saya fokuskan pemain bagaimana kita mendapatkan poin di pertandingan pertama, karena itu yang selalu saya sampaikan ke pemain termasuk dari kualifikasi.""
Nova mengambil contoh, tim asuhannya menang atas Kuwait U-17 dalam laga pertama Kualifikasi Piala Asia U-17 2025. Kemenangan ini membuat mentalitas pemain terkatrol.
Begitu pula di Pial Asia U-17 2025. Putu Panji dan kawan-kawan meraih kemenangan pada laga pertama atas Korea Selatan. Sukses ini berbuah tiket ke Piala Dunia U-17 2025.
""Target secara pribadi, kalau saya sih, berharap kami bisa lolos ke babak selanjutnya, lolos di grup, tetapi saya tidak mau memberikan beban kepada pemain,"" kata Nova.
""Saya harapkan pemain bisa menikmati pesta sepak bola ini Menurut saya yang di usia mereka kan level Piala Dunia adalah level paling atas dan saya minta pemain bisa lebih enjoy.""",https://akcdn.detik.net.id/visual/2025/08/13/nova-arianto-1755056726624_169.png?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 20:45 WIB",CNN Indonesia
Timnas Indonesia U-17 Uji Coba Lawan Paraguay Jelang Piala Dunia,"Timnas Indonesia U-17 akan menjalani tiga pertandingan uji coba sebelum tampil di Piala Dunia U-17 2025, di antaranya melawan Paraguay.
Uji coba tersebut akan berlangsung di Dubai pada akhir Oktober. Pertandingan persahabatan tersebut akan menjadi sarana persiapan terakhir sebelum tampil di Piala Dunia U-17 2025.
""Kalau program, rencana kami tanggal 17 Oktober kami akan berangkat ke Dubai, kita ada tiga kali uji-coba di sana,"" kata Nova Arianto, pelatih Timnas Indonesia U-17, di Jakarta.
""Tanggal 25 [Oktober] kami [uji coba] dengan Paraguay, 27 kami dengan Afrika Selatan, dan ditutup di tanggal 29 kami dengan Panama, setelah itu kami akan bergeser di Qatar tanggal 1 November.""
Tiga uji coba ini dirancang sebagai gambaran melawan tiga negara berbeda di Piala Dunia U-17 2025. Tiga lawan yang akan dihadapi adalah Honduras, Brasil, dan Zambia.
Oleh karena itu Nova mencari lawan dari Amerika Selatan, Amerika Latin, dan Afrika. Dengan tiga laga uji coba ini karakteristik lawan asal tiga benua itu coba dipelajari.
Rencananya, setelah tiga uji coba ini skuad Indonesia U-17 akan dikerucutkan. Saat ini ada 26 pemain yang akan dibawa dalam pemusatan latihan di Dubai dan hanya 21 untuk skuad akhir.
""Skuad final akan secepatnya mungkin setelah kami beruji-coba di Dubai setelah itu kita akan penunjukan pemain karena saat ini mereka ada 26 pemain dan hanya 21 pemain,"" kata Nova.
Piala Dunia U-17 2025 akan berlangsung di Qatar pada 3-27 November 2025. Dalam ajang ini Timnas Indonesia U-17 tergabung di Grup H bersama Brasil, Honduras, dan Zambia.",https://akcdn.detik.net.id/visual/2025/10/15/latihan-timnas-u-17-jelang-piala-dunia-1760523120411_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 20:24 WIB",CNN Indonesia
Rian/Rahmat Usai Kalahkan Aaron/Soh: Lawan Belum Tahu Pola Kami,"Muhammad Rian Ardiano/Rahmat Hidayat berhasil menjalani debut sebagai pasangan di Denmark Open dengan hasil baik. Mereka gembira dengan hasil tersebut.
Rian/Rahmat mendapat drawing yang kurang bagus di Denmark Open karena langsung menghadapi unggulan kedua Aaron Chia/Soh Wooi Yik dari Malaysia di babak pertama. Namun nyatanya, Rian/Rahmat bisa menghentak dan meraih kemenangan 21-17, 21-13.
""Kami bermain nothing to lose dan karena pasangan baru jadi sepertinya lawan belum tahu pola main kami. Kami bisa bermain lebih nyaman dan mengurangi melakukan kesalahan sendiri,"" kata Rian.
Dalam pandangan Rian, bermain dengan pasangan baru tidak terlalu sulit. Hal itu lantaran rotasi pasangan sudah sering dilakukan di hari-hari latihan.
""Kami di latihan juga sering diputar pasangannya jadi tidak terlalu sulit untuk menemukan chemistry di lapangan, sudah sama-sama tahu kelebihan dan kekurangan baik kemarin dengan Yeremia maupun dengan Rahmat.
""Secara kualitas mereka berdua juga bagus, tidak jauh berbeda. Kredit saya hari ini untuk Rahmat yang bermain cukup baik,"" tutur Rian seperti dikutip dari rilis PBSI.
Sementara itu Rahmat mengakui bahwa bimbingan Rian cukup berpengaruh memberikan ketenangan dalam dirinya di lapangan.
""Dari gim pertama kami sudah siap mau main seperti apa. Sebagai senior mas Rian juga selalu membimbing saya dengan pengalamannya yang sering bertemu Aaron/Soh, terus diingatkan dan akhirnya kami bisa mengatasi permainan lawan.""
""Ada jeda beberapa bulan sebelum ke sini bagi saya. Saya coba untuk improve diri sendiri lewat latihan, memperbaiki kekurangan. Gugup pasti ada karena ini level kejuaraan yang tinggi, pasangan dengan senior dan melawan unggulan kedua tapi saya harus hadapi,"" kata Rahmat.",https://akcdn.detik.net.id/visual/2025/10/15/rian-ardianrahmat-hidayat-di-laga-babak-pertama-denmark-open-2025-1760529682733_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 20:05 WIB",CNN Indonesia
Kata-kata Presiden FIFA usai Cape Verde Lolos Piala Dunia 2026,"Presiden FIFA Gianni Infantino memuji pencapaian bersejarah Cape Verde usai memastikan lolos ke Piala Dunia 2026.
Cape Verde menyegel tiket ke putaran final Piala Dunia 2026 usai mengalahkan Eswatini 3-0 di kualifikasi zona Afrika.
Negara berpenduduk sekitar 525 ribu jiwa itu menjadi negara terkecil kedua berdasarkan populasi yang pernah mentas di Piala Dunia setelah Islandia pada 2018.
""Momen yang bersejarah,"" kata Gianni Infantino dalam sebuah pesan video dikutip Sportnation.
""Selamat kepada semua orang di Cape Verde yang telah lolos ke Piala Dunia untuk pertama kalinya. Bendera kalian akan berkibar dan lagu kebangsaan kalian akan dikumandangkan di Piala Dunia terhebat sepanjang masa,"" ujar Infantino menambahkan.
Infantino berharap para pemain bintang Cape Verde saat ini bisa mendunia dan menjadi inspirasi bagi generasi muda sepak bola di negara tersebut.
Cape Verde finis dengan keunggulan empat poin lebih banyak dari Kamerun, yang hanya mampu bermain imbang 0-0 di kandang sendiri melawan Angola.
The Blue Sharks menjadi negara Afrika keenam yang lolos setelah Ghana, Tunisia, Aljazair, Mesir, dan Maroko di turnamen akbar tahun depan.
Sebanyak sembilan juara grup otomatis lolos. Sementara empat runner-up terbaik akan bermain dalam turnamen mini yang terdiri dari dua semifinal dan satu final pada November mendatang. Dengan demikian, Kamerun masih bisa lolos sebagai runner-up.",https://akcdn.detik.net.id/visual/2022/01/26/senegal-vs-cape-verde-8_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 19:45 WIB",CNN Indonesia
"Beda dengan Asia, Kualifikasi Zona Afrika Digelar di Tempat Netral","Kualifikasi Piala Dunia zona Afrika memasuki babak playoff. Dalam babak ini, laga digelar di tempat netral, berbeda dengan zona Asia yang baru saja merampungkan babak keempat di Qatar dan Arab Saudi.
Zona Afrika baru saja menyelesaikan babak pertama. Babak pertama di zona Afrika ini langsung menghadirkan sembilan tiket lolos langsung ke Piala Dunia 2026.
Setelah babak pertama berakhir, zona Afrika melanjutkan gelaran ke babak kedua. Pada babak kedua, ada empat runner up terbaik yang akan bertarung. Empat runner up akan bertarung memperebutkan satu tiket ke playoff antarkonfederasi.
Empat runner up yang akan berebut tiket tersebut adalah Gabon, Kongo, Kamerun, dan Nigeria. Laga di babak kedua nanti jelas akan sangat krusial dan diprediksi bakal sengit.
Dalam laga yang sengit sengit tersebut, salah satu dari empat negara itu tidak akan diuntungkan status tuan rumah. Laga babak kedua akan dimainkan di tempat netral yaitu Maroko. Maroko sendiri sudah memastikan diri lolos ke Piala Dunia karena berstatus sebagai juara grup.
Hal yang terjadi di zona Afrika ini beda dengan yang dilakukan di zona Asia. Pada gelaran babak keempat, AFC menunjuk Qatar dan Arab Saudi sebagai tuan rumah.
Penunjukan tersebut baru dilakukan AFC ketika babak ketiga berakhir dan saat Qatar serta Arab Saudi dipastikan lolos ke babak keempat. Dengan penunjukkan tersebut, Qatar dan Arab Saudi jelas mendapatkan keuntungan dibandingkan Oman, Uni Emirat Arab, Irak, dan Indonesia.
Pada akhirnya, Qatar dan Arab Saudi berhasil lolos ke Piala Dunia. Keduanya jadi juara grup di masing-masing grup.",https://akcdn.detik.net.id/visual/2025/10/15/nigeria-vs-benin-1760512733087_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 19:25 WIB",CNN Indonesia
Kata-kata Gattuso Usai Italia Hajar Israel,"Timnas Italia berhasil mengalahkan Israel dengan skor telak 3-0 dalam laga Kualifikasi Piala Dunia 2026. Gennaro Gattuso pun puas dengan hasil tersebut.
Italia sukses mengunci posisi dua besar setelah menaklukkan Israel dengan skor telak 3-0. Mateo Retegui mencetak dua gol dan satu gol lainnya dipersembahkan oleh Gianluca Mancini.
""Kami bermain baik karena kami semua ingat hal yang terjadi bulan lalu. Mereka membuat kami goyah.""
""Saya rasa kami lebih mengendalikan permainan kali ini. Mereka juga membuat kesempatan dan Gigio melakukan sejumlah penyelamatan yang hebat,"" kata Gattuso seperti dikutip dari Football Italia.
Dengan kemenangan ini, Italia mengunci posisi dua besar. Meski secara matematika Italia masih punya kesempatan jadi juara grup, namun secara realistis Italia sulit jadi juara grup karena Norwegia sudah unggul jauh dalam selisih gol.
Italia saat ini masih tertinggal tiga angka dari Norwegia dan kalah jauh dalam selisih gol. Karena itu, harapan terbaik bagi Italia adalah memenangkan dua laga terakhir, termasuk mengalahkan Norwegia, serta berharap Norwegia gagal menaklukkan Estonia.
Gattuso sendiri berharap Italia makin solid dan terhindar dari badai cedera.
""Kami kini berharap kami tidak kehilangan pemain lagi karena cedera. Kami akan bertemu lagi di November dan bakal berusaha memberikan pemain baru kesempatan untuk bersinar.""
""Kami ingin menciptakan tim yang solid yang bisa bekerja bersama, baik di dalam maupun luar lapangan,"" kata Gattuso.",https://akcdn.detik.net.id/visual/2025/10/15/timnas-italia-vs-israel-1760486366451_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 18:44 WIB",CNN Indonesia
Klaim Andre Rosiade: Kluivert Tak Bekali Taktik ke Timnas Indonesia,"Penasihat Semen Padang sekaligus Anggota DPR RI, Andre Rosiade, mengklaim Patrick Kluivert tak membekali pemain Timnas Indonesia dengan taktik pada putaran keempat Kualifikasi Piala Dunia 2026.
Mimpi Indonesia ke Piala Dunia 2026 pupus seiring dua kekalahan lawan Arab Saudi (2-3) dan Irak (0-1) pada putaran keempat Kualifikasi Piala Dunia 2026 zona Asia. Andre menyoroti kepelatihan Kluivert sebagai biang keladi kegagalan ini.
""Saya dapat informasi dari ordal (orang dalam). Bahwa selama di Arab Saudi, selama round 4, bisa ditanyakan nanti kepada pemain, itu tidak ada simulasi taktik yang akan diterapkan oleh pelatih,"" kata Andre Rosiade dikutip dari Detik.
Andre membandingkan dengan Semen Padang. Menurutnya, tim harus melakukan persiapan intensif sebelum pertandingan. Hal itu yang menurutnya absen dari Timnas Indonesia di era Kluivert.
""Saya ini pengelola klub, saya tahu kalau pelatih ingin melawan tim, dia membangun strategi yang biasanya disimulasikan. Informasi yang saya dapatkan, waktu latihan tidak ada. Technical meeting itu sebatas 15 menit sebelum masuk ke lapangan,"" ujarnya.
Lebih lanjut, Andre tak heran Timnas Indonesia gagal di putaran keempat Kualifikasi Piala Dunia 2026. Menurutnya, Kluivert sebagai pemegang kemudi dalam arah skuad Garuda tak serius menangani timnya.
""Jadi ini menunjukkan tim terbaik dalam tanda kutip ini tidak siap dan tidak mampu memimpin timnas kita. Latihan di Arab itu sebatas pemanasan saja,"" ucap Andre.
CNNIndonesia.com sudah menghubungi Anggota Exco PSSI sekaligus Manajer Timnas Indonesia, Sumardji. Namun hingga berita ini ditulis, yang bersangkutan belum memberi respons terhadap permintaan wawancara.",https://akcdn.detik.net.id/visual/2019/06/25/585e3b85-9c92-456a-aabc-3799198af489_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 18:25 WIB",CNN Indonesia
"Reaksi Ronaldo usai Cetak Rekor Baru, Tinggalkan Messi","Cristiano Ronaldo angkat bicara setelah sukses mencetak rekor baru bersama timnas Portugal di Kualifikasi Piala Dunia 2026, Rabu (15/10) dini hari WIB.
Ronaldo mencetak dua gol saat Portugal bermain imbang 2-2 melawan Hungaria dalam laga lanjutan Grup F Kualifikasi Piala Dunia 2026 zona Eropa di di Estadio Jose Alvalade, Lisbon, Rabu (15/10) dini hari WIB.
Dua gol tersebut membuat Ronaldo kini telah mencetak total 41 gol di Kualifikasi Piala Dunia. Ronaldo melewati rekor pemain Guatemala Carlos Ruiz dengan koleksi 39 gol.
Lewat unggahan di Instagram, Ronaldo meluapkan sukacitanya bersama timnas Portugal. Ia juga tak lupa mengucapkan terima kasih kepada semua pihak yang membantu kariernya hingga sejauh ini.
""Bukan rahasia lagi bahwa mewakili Tim Nasional sangat berarti bagi saya, dan itulah mengapa saya sangat bangga telah mencapai tonggak sejarah yang unik ini untuk Portugal,"" tulis Ronaldo di akun X pribadinya.
""Terima kasih kepada semua orang yang telah membantu saya sampai di titik ini. Sampai jumpa di bulan November untuk menuntaskan kualifikasi Piala Dunia kita!"" ujarnya menambahkan.
Dua gol tambahan yang Ronaldo membuatnya sukses menjauhi koleksi gol Messi yang telah melesakkan 36 gol di Kualifikasi Piala Dunia bersama Argentina.
Sayangnya, dua gol yang dicetak Ronaldo tak mampu membawa Portugal menang. Seleccao das Quinas hanya mampu bermain imbang 2-2 di akhir laga.
Hasil imbang ini membuat Portugal mengoleksi 10 poin dari empat pertandingan. Tambahan satu poin tidak cukup buat Portugal menyegel satu tempat lebih cepat di Piala Dunia 2026.",https://akcdn.detik.net.id/visual/2025/10/15/portugal-vs-hungaria-1760524178439_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 18:03 WIB",CNN Indonesia
FAM Malaysia Resmi Banding ke FIFA Soal Dokumen Pemain Naturalisasi,"Asosiasi Sepak Bola Malaysia (FAM) resmi mengajukan banding ke FIFA terkait kasus dokumen palsu tujuh pemain naturalisasi.
Penjabat presiden FAM Datuk Yusoff Mahadi mengonfirmasi pihaknya telah melakukan banding melalui tim legal sebelum batas waktu berakhir pada Rabu (15/10) pagi waktu setempat.
Pengajuan banding dilakukan pengacara eksternal yang ditunjuk FAM. Pada banding kali ini FAM juga menyertakan dokumen baru tujuh pemain naturalisasi yang lebih rapi dan menyeluruh.
""Ketika kami banding, itu berarti kami berharap menerima hasil positif. Pengacara yang ditunjuk berasal dari luar negeri. Manajemen tim nasional adalah tim profesional dan tentu saja punya hubungan dengan banyak pengacara internasional yang memahami regulasi sepak bola di level global,"" tutur Mahadi dikutip dari New Straits Times.
""Mereka memiliki jaringan profesional hukum berpengalaman yang dapat membantu kami dalam proses banding. Banding ini dapat dilihat sebagai kesempatak kedua kami dalam kasus ini,"" ucapnya melanjutkan.
FAM pun percaya diri dengan banding bermodal dokumen baru yang dikerjakan dengan berhati-hati.
Pada akhir September FIFA menyebut pelanggaran FAM terkait dokumen tujuh pemain naturalisasi yakni Gabriel Palmero, Facundo Garces, Rodrigo Holgado, Imanol Machuca, Joao Figueiredo, Jon Irazabal, dan Hector Hevel.
Menurut FIFA ada kepalsuan dalam dokumen kelahiran kakek atau nenek dari tujuh pemain tersebut. Berdasarkan data FAM, pemain-pemain tersebut memiliki kakek atau nenek yang lahir di Malaysia. Sementara menurut FIFA kakek atau nenek dari tujuh pemain naturalisasi itu tidak lahir di Malaysia, melainkan di Eropa dan Amerika Selatan.
FIFA kemudian mendenda FAM sebesar 350 ribu swiss franc atau sekitar Rp 7,2 miliar. Sedangkan masing-masing pemain didenda 2.000 swiss franc atau sekitar Rp41,4 juta dan dilarang melakukan aktivitas terkait sepak bola selama 12 bulan.
FAM sempat pula menyebut kesalahan teknis yang dilakukan staf administrasinya menjadi pangkal masalah dokumen pemain naturalisasi tersebut.",https://akcdn.detik.net.id/visual/2025/09/28/fam-1759016400086_169.jpeg?w=650&q=90,sepakbola,"Rabu, 15 Okt 2025 17:43 WIB",CNN Indonesia
